"imageUrl","title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categoryName","url"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hGXg32I4Ufq5WgUUbuPJrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=256.5997&pitch=0&thumbfov=100","Roberts Butchers","4.8","62","45-47 Gaer Rd","Newport",,"GB","http://www.roberts-butchers.com/","+44 1633 253010","Butcher shop","https://www.google.com/maps/search/?api=1&query=Roberts%20Butchers&query_place_id=ChIJBSH1bEbhcUgRDN-BZfaYYwk"
"https://lh3.googleusercontent.com/p/AF1QipN5Y9c5cTMLepqrcsc4q7UzJDmf6007PYmwHEi1=w408-h307-k-no","Gray's Butcher's & Bakers","5","7","4A Bridge St","Brigg",,"GB","https://graysfamilybutchers.co.uk/","+44 1652 652249","Butcher shop","https://www.google.com/maps/search/?api=1&query=Gray's%20Butcher's%20%26%20Bakers&query_place_id=ChIJhwhFm1DzeEgRoQVww_ialfc"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzfhfieIR_iOmMQfKisXRn9bQyfo8F1f4kV9b47hJog4FZpUWBjzrZPf_roGDwGXOO-JDAcIVkKVj1ooLnrzJBB-5hnQ_5Ep6H0aPwtaUNNqDavpdo2m1QA9rtM_Gh8HFmP0NlCiQ=w426-h240-k-no","Gilberts butchers St Ives","4.7","13","5 Station Rd","St. Ives",,"GB",,"+44 1480 774417","Butcher shop","https://www.google.com/maps/search/?api=1&query=Gilberts%20butchers%20St%20Ives&query_place_id=ChIJCaLEuxjfd0gRoqGxdEwmil4"
"https://lh3.googleusercontent.com/p/AF1QipNVZvR7z0xtk_5A-1os-f8z38G5B3gc_hSP8OvP=w408-h411-k-no","Sheridan Ltd","3.7","3","29 High St","Banchory",,"GB","https://hmsheridan.co.uk/","+44 1330 822545","Butcher shop","https://www.google.com/maps/search/?api=1&query=Sheridan%20Ltd&query_place_id=ChIJyfrKL-okhEgRId8NbTbI5v0"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxv6c3u7jY7B9H2Z4lQlALBdWc-5MaNHY-fKFz097BZ_bGm32V584-qQxUzGvvMlcPZ3c3RnpWChzzONngXJTU7Nc_6felpWsxhgsMvDXksW1I5pA5WVT8WIyJmsJPuyT6E5GdW=w408-h306-k-no","Tariq Halal Supermarket(HALAL BUTCHERS) Harrow","4.2","86","14-20 High St","Harrow",,"GB","https://www.tariqhalalmeats.com/?utm_source=GMB+suprmarket&utm_medium=GMB+suprmarket&utm_campaign=GMB+suprmarket&utm_id=GMB+suprmarket&utm_term=GMB+suprmarket","+44 20 8863 1353","Butcher shop","https://www.google.com/maps/search/?api=1&query=Tariq%20Halal%20Supermarket(HALAL%20BUTCHERS)%20Harrow&query_place_id=ChIJVwOOSnkTdkgRIaOT0yZQBD4"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyB9x8xymX6EZhSG84JBliR30Ugi8fPax-XImfonq-t2B2obzBAbIVuL6rQhx1cm2mTdEVg7spy8y1wNUC11BIosXLC3eGvjc_1lgXYjRqe5sfWIZnVM5Hsn2EH3PwjejCMf3o=w408-h306-k-no","Godden Butchers","4.8","18","Unit 1, Crown Business Estate, 178 - 180 Berkhampstead Road","Chesham",,"GB","http://goddens.co.uk/","+44 1494 772997","Butcher shop","https://www.google.com/maps/search/?api=1&query=Godden%20Butchers&query_place_id=ChIJI4Irlg9ddkgRxQIYPUxdud8"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzIt1jJf06McKSNw9GwjO2b4v4LIZmAxxVqFNDLPmRL33BBzAlzBb0a4UbfEkv2bRs6DP7AVG8ew2gLmjLjVaC-cUEl9ZD6FTFByeutxfmJQGjoAhm3lU3QpeV-OWqiRY2dCjO3eFx3BPHy=w408-h306-k-no","McAnerney's","4.5","92","22 Irish St","Armagh",,"GB","http://www.mcanerneys.com/","+44 28 3752 2468","Butcher shop","https://www.google.com/maps/search/?api=1&query=McAnerney's&query_place_id=ChIJW0m_iGOTYEgRq02YVEnf_W8"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKrLf6eh7bq37bTe0IG1Qc5nJSAOHJ7qMACZfXaXR9bif_6oNq9B1ZeTziZsMQ2jsVVFwh3HDE0udqy-D6lhTOlmMZGiGrVKuHFa6gA37jigcbGAYXfI2VOi8yJ6l2CyiuY2x_mw=w408-h510-k-no","Fylde Meats","4.9","24","57 Woodlands Rd","Lytham Saint Annes",,"GB","http://www.fyldemeats.uk/","+44 1253 735353","Butcher shop","https://www.google.com/maps/search/?api=1&query=Fylde%20Meats&query_place_id=ChIJQXxdJP1Ae0gRGtOvDXSQwpI"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UXZhmYQuT7xziVvBsIeRpA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.45837&pitch=0&thumbfov=100","Robert Moore","4.9","7","65 King Oswy Dr","Hartlepool",,"GB",,"+44 1429 268641","Butcher shop","https://www.google.com/maps/search/?api=1&query=Robert%20Moore&query_place_id=ChIJuaz1a430fkgRqL-OoDOn8Do"
"https://lh3.googleusercontent.com/p/AF1QipNvPSCK9VBYvK4b3dojEWxFtoU-3Gr0V2ska3yk=w408-h240-k-no","Butcher Shop Gravesend","5","8","227A Narborough Rd","Leicester",,"GB",,"+44 7858 108863","Butcher shop","https://www.google.com/maps/search/?api=1&query=Butcher%20Shop%20Gravesend&query_place_id=ChIJDaRWDmthd0gR6-b6zQhiPx4"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx87aQAFJS8vVyta-aZBdxmr4RygviTGLwKeAcUA3Zgj8QBq8l9t1DWhONALPWD2gwJQBHxG7FgSEmGeRr7BKipuNjLl2N_5MxYWnYCuWG8KfiED90Kew-XsUCsKbBv8yJFpnmIGQ=w408-h306-k-no","Thomas Smith & Son","4.6","22","68 Glasgow Rd","Dumbarton",,"GB",,"+44 1389 762505","Butcher shop","https://www.google.com/maps/search/?api=1&query=Thomas%20Smith%20%26%20Son&query_place_id=ChIJgdl4Tp5SiEgRsDPn1FOBqds"
"https://lh3.googleusercontent.com/p/AF1QipNDgliYIF7TDN-gOWP7GvZ0oCISSxDDfntsLRZI=w426-h240-k-no","S Cronnie Family Butcher","5","26","87 Queen St","Newton Stewart",,"GB","https://www.facebook.com/SCronnieButcher","+44 1671 403877","Butcher shop","https://www.google.com/maps/search/?api=1&query=S%20Cronnie%20Family%20Butcher&query_place_id=ChIJUT4An5JXYkgRUmGOZSO-JHc"
"https://lh3.googleusercontent.com/p/AF1QipMkauLkUqOHPCCs6BPYPtelQvQ-ys2zmxOdNfol=w408-h306-k-no","J D Owen & Son Butchers Ltd","4.8","33","47 Victoria St","Newton Stewart",,"GB","http://www.johndowenandson.co.uk/","+44 1671 402666","Butcher shop","https://www.google.com/maps/search/?api=1&query=J%20D%20Owen%20%26%20Son%20Butchers%20Ltd&query_place_id=ChIJTUJGLdZYYkgRQDppk4oIRfE"
"https://lh3.googleusercontent.com/p/AF1QipNaZ1otjOiNFhCiH_nAe8GurXDwrSigjURhrua6=w408-h306-k-no","Wm Frasers Butchers","4.8","71","69 Hanover St","Stranraer",,"GB",,,"Butcher shop","https://www.google.com/maps/search/?api=1&query=Wm%20Frasers%20Butchers&query_place_id=ChIJ7XwWE7U7YkgRN5fu2q0TAEI"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz0SI6NjBTLJbunVhmGiQOnDxCrunTn6omg6vV9ChD0UuBVsoQ2WvZC0Q0V6Bfcinm0uownq0AcwmwDhRjmTRL_YMnskkQSaJm0vdzOKkxT9LYUekrdgDbNeCrMWoz1rXe3Pcb=w408-h306-k-no","Dalmellington Country Butchers","4.8","24","14 High St","Ayr",,"GB",,"+44 1292 551993","Butcher shop","https://www.google.com/maps/search/?api=1&query=Dalmellington%20Country%20Butchers&query_place_id=ChIJb7yFOrWGYkgRvxpeVutgDbI"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Q3M6zcr8pIIKJZboz-VSmQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.8692&pitch=0&thumbfov=100","David W Mckay Butchers","5","16","15 High St","Maybole",,"GB",,"+44 1655 882714","Butcher shop","https://www.google.com/maps/search/?api=1&query=David%20W%20Mckay%20Butchers&query_place_id=ChIJRVGBhq15YkgRqfmx0dvh2xU"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3KIEDcKGNbUnC1yT1RMWQTS45qX5QX0KKKViqHk1_DP41JHemjWR5GGIJEbHQYJm-6vqYrMpG4Dm5TitOJuHI0zuSTCS1bz_Eb0c2W3P_gpjuyk2kjZ-sPa6WRBz2NCeOzQi9=w408-h240-k-no-pi-0-ya61.014812-ro-0-fo100","Stranraer Fresh Meats","5","18","Station Street","Stranraer",,"GB",,"+44 1776 706815","Butcher shop","https://www.google.com/maps/search/?api=1&query=Stranraer%20Fresh%20Meats&query_place_id=ChIJjdj5NMs7YkgRvjnLlaS7KHc"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzkqCfez-A95QNhFKRtWgzy7cCXe9NSiAP8cPuj_oCj93jrNuEXbObSJCdOhd81LBcuBAaSEYHiElgLnQTkLOzLfX23pNQEfRvDHUv27S0vBOSEb3T3QPhpaabImfDVefJcvuhQ=w408-h306-k-no","McIntyre's Butchers","5","2","N Main St","Newton Stewart",,"GB",,,"Butcher shop","https://www.google.com/maps/search/?api=1&query=McIntyre's%20Butchers&query_place_id=ChIJSw8wlk1XYkgRmdguoyXrpOY"
"https://lh3.googleusercontent.com/p/AF1QipNEiqaGQaFG5o2RvO4_2XX2gnlYrIYlQrr2iy_8=w408-h272-k-no","We hae meat","3.3","54","Cairnhill Farm","Girvan",,"GB","http://www.wehaemeat.co.uk/","+44 1465 871339","Butcher shop","https://www.google.com/maps/search/?api=1&query=We%20hae%20meat&query_place_id=ChIJixo8P6hxYkgRxEMsLH3uROU"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGJoTKGSleaXF8qBVQgzZc5OufWXFLyIdExsWebBksUOx7WmxSfFAnYbH0vWXVuDH-uXkLUz98QnJfMrzcVv62-2Q9EOM2ApcwqnTkcbXNu3PvSIL4yJgOGJQInEVupx1Av9EnEA=w408-h786-k-no","Glenquicken Farm Game Meats",,"0","Unnamed Road","Newton Stewart",,"GB","https://www.glenquickenfarmgamemeats.co.uk/","+44 7890 423120","Butcher shop","https://www.google.com/maps/search/?api=1&query=Glenquicken%20Farm%20Game%20Meats&query_place_id=ChIJkeOYNTL3YkgR-8NLoyk7Vi0"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxPw2L-IOI_XHyNn_WKUywBKlJR6lCwzNmqFoG8eDrp9SCGO9RrWfE1OXE9z6J6nsQKcdYRQmEaNw1TXGU6aNN83iQ4jiKbK0795Z5fyXhFzaTuHhQuauVx1RqRllM_wtpzkH7yw=w408-h306-k-no","Hall J & Sons","5","22","J Hall & Son, 49 St Mary St","Kirkcudbright",,"GB",,"+44 1557 330429","Butcher shop","https://www.google.com/maps/search/?api=1&query=Hall%20J%20%26%20Sons&query_place_id=ChIJt0PabJDmYkgRHgt_Au8vYvM"
"https://lh3.googleusercontent.com/p/AF1QipMRuZQKr2Yy1dziKzrTrJEM35-N8qZOHAI6DloW=w494-h240-k-no","Prime Cuts","5","29","Unit 2, 49 Maybole Rd","Ayr",,"GB",,"+44 1292 443445","Butcher shop","https://www.google.com/maps/search/?api=1&query=Prime%20Cuts&query_place_id=ChIJiYMv3dPViUgRy-9qKKDlnDg"
"https://lh3.googleusercontent.com/p/AF1QipMuQDUTmaSK7ACKolUX8lOd8U_6VxwcF6ibW60F=w408-h408-k-no","Tarelgin Butchers","4.7","121","West Tarelgin Farm","Ayr",,"GB","https://www.tarelgin.com/","+44 1292 590590","Butcher shop","https://www.google.com/maps/search/?api=1&query=Tarelgin%20Butchers&query_place_id=ChIJGyeMK1AqiEgRjj4CIa9F9ok"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NrrSnVwBqpBuBbroLSBwOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=346.9663&pitch=0&thumbfov=100","Prime Cuts Butchers","5","13","3, Murray Park","Ayr",,"GB",,"+44 1292 570337","Butcher shop","https://www.google.com/maps/search/?api=1&query=Prime%20Cuts%20Butchers&query_place_id=ChIJIx7XTi_ViUgR7VLCbCi62o0"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwORYRsNO3ii8FL7ixghei_OJQmU3sKuXMNgXVAgbp1ULdaeyHR306WkrLsF56UMXKICbxwO1tPoxJZCdHHZsVpuMV_UKS0_7KLjH6_7pWYJbnxdTPAtKQLxhezdAn4-RWsFQM=w523-h240-k-no","Pollok Williamson","4.6","21","27 Mount Oliphant Cres","Ayr",,"GB","http://www.pollokwilliamson.co.uk/","+44 1292 611558","Butcher shop","https://www.google.com/maps/search/?api=1&query=Pollok%20Williamson&query_place_id=ChIJ-55MDizUiUgRtdwY95vegmg"
"https://lh3.googleusercontent.com/p/AF1QipNCb-LLenEV5xvO8cGP1_IyJV0zH9oHJQuK_vjn=w408-h317-k-no","A Picken & Sons","4.6","39","69-71 Main St","Ayr",,"GB",,"+44 1292 263970","Butcher shop","https://www.google.com/maps/search/?api=1&query=A%20Picken%20%26%20Sons&query_place_id=ChIJD53lRZ7WiUgRajmAa2L48Sc"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxuE8ayy4RrSjrVSCsMbGZUuzITa2S8twJWntzvXL3BFbhjX0uO2zezr-8v6KwR3aOGEQZBz_m_i4ZIuhYBOieXdlSW9yyZkyBjv8wIp67vq23L87nlEQZLP0MMJdnV-S_esr4=w408-h306-k-no","Pollok Williamson","4.9","31","23 High St","Ayr",,"GB","http://www.pollokwilliamson.co.uk/","+44 1292 611528","Butcher shop","https://www.google.com/maps/search/?api=1&query=Pollok%20Williamson&query_place_id=ChIJZzFoM5zWiUgRgfxz5IXtPVM"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jHlmEck0maOL9tmYKWSG7Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=161.11809&pitch=0&thumbfov=100","Prime Cuts","4.7","6","48 Townhead St","Cumnock",,"GB",,"+44 1290 519097","Butcher shop","https://www.google.com/maps/search/?api=1&query=Prime%20Cuts&query_place_id=ChIJXfRxutEniEgRRnZ9sWT7DSc"
"https://lh3.googleusercontent.com/p/AF1QipOxT8j-ObQ6jiUlaLEKKjzQ-LdJUNJMgsm9ZA2K=w408-h544-k-no","Cunningham’s Family Butchers","4.8","35","97 Walker Rd","Ayr",,"GB",,"+44 1292 266489","Butcher shop","https://www.google.com/maps/search/?api=1&query=Cunningham%E2%80%99s%20Family%20Butchers&query_place_id=ChIJ1bKfniLUiUgRhPfIGCwl6g0"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUcEBSWfZw1OJic7u8D8tP1J-8EzrpgxMVtDowGV9ag88oU18wlzWZq5EPxKlrqzqNlkT4739zBTe2fhDaYu-cAJIEshNPX3IWkJ3it1EB1HT_4mIZIbdQ_FaTfJowwEugor-_=w408-h546-k-no","The Butchers & Deli Monkstown","4.9","50","1 Jennings Park","Newtownabbey",,"GB",,"+44 28 9085 4770","Butcher shop deli","https://www.google.com/maps/search/?api=1&query=The%20Butchers%20%26%20Deli%20Monkstown&query_place_id=ChIJZaYpAt6mYUgRHKNkWBstsKM"
"https://lh3.googleusercontent.com/p/AF1QipMBcvcM8wQ4OZ11z4g3UOlRvH2tYCyNTq8UzL6X=w408-h408-k-no","Kinnaird Butcher Shop and Deli","4.8","59","McIntyre Ave","Larbert",,"GB","http://www.kinnairdbutchers.co.uk/","+44 1324 469222","Butcher shop","https://www.google.com/maps/search/?api=1&query=Kinnaird%20Butcher%20Shop%20and%20Deli&query_place_id=ChIJp7hk3Jd7iEgRv5FFv3e881I"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxRf0RD7CRKlBj2yGSazZaTFPL_oq5BIrMb-NpsRUD7TkE9UWT2nWCcq13hondsAWQcbW6nuofAVHbMTwIX_CX9IceIBO3r_esvJ1KVUbPgnzyxv4t8SFVtKylx6jBxDANyEhTy=w408-h306-k-no","Grierson Bros","5","48","148 King St","Castle Douglas",,"GB","https://www.griersonbros.co.uk/","+44 1556 502637","Butcher shop","https://www.google.com/maps/search/?api=1&query=Grierson%20Bros&query_place_id=ChIJQ4VnwfXCYkgRGB_8Wl6wT70"
"https://lh3.googleusercontent.com/p/AF1QipOOxOlfcHKzT9e8oUb2oIOy9GhcnIfEK9fnNppj=w408-h306-k-no","Barry’s Butchers","5","22","12 High St","Dalbeattie",,"GB","http://barrysbutchers.uk/","+44 1556 610336","Butcher shop","https://www.google.com/maps/search/?api=1&query=Barry%E2%80%99s%20Butchers&query_place_id=ChIJ0fmdx5LEYkgRFf1x126XwV8"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdNglsW81Be0zqtNVgUkdi67czagLnJrh9hZeb5kyIHE1N-MPmFP9YWjRYtjXJatS7_WsVyeAsLMDq2SWoqJ9dwJgwk_4y9LGlrCnmG-gde8d0NP_7UJMZgXxcXhcSLZXb7ovs=w408-h306-k-no","Ballard Butchers","4.4","26","152 King St","Castle Douglas",,"GB","http://www.ballardsbutchers.co.uk/","+44 1556 502501","Butcher shop","https://www.google.com/maps/search/?api=1&query=Ballard%20Butchers&query_place_id=ChIJvUAox_XCYkgRCGxJrnittyc"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzf_Ngxkh5L_XHEpAPb9v3Z3MK4DltnrMAU8f30eQWDn_ISPko-ndm4Mo8lszR-cWWJzu0u-UgUCFtjwY16Elq0rxAMySHvgLzFiCeQ1ywlrnkiZa78pBxsa28iblXJ3kecXv9J=w408-h255-k-no","S Hendersons","4.7","21","64 King St","Castle Douglas",,"GB",,"+44 1556 502654","Butcher shop","https://www.google.com/maps/search/?api=1&query=S%20Hendersons&query_place_id=ChIJx7HmA_bCYkgRSIlvxKOvjwQ"
"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ydjMMirtVbtyjKt7auG04Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.77399&pitch=0&thumbfov=100","T H Carson Butchers","5","22","The Cross","Dalbeattie",,"GB",,"+44 1556 610384","Butcher shop","https://www.google.com/maps/search/?api=1&query=T%20H%20Carson%20Butchers&query_place_id=ChIJC6QIM-3EYkgRjFtyQ2rckQs"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxtpdt5uyUx_j5nw1TvBOWd9OfYTH1zdA8KwNsSYGS1Db2updaIl_x-vdg65u1wJLIrN_TWtc-n12c4t1Xh9tcKQ9Qk3E-2JYJweuVX_MwC9EgrpNl6kDcPCB6-xI1wAljObGA=w408-h511-k-no","John G Renicks","4.5","15","117 Drumlanrig St","Thornhill",,"GB","https://www.facebook.com/johngrenicksbutchers/?ref=bookmarks","+44 1848 330243","Butcher shop","https://www.google.com/maps/search/?api=1&query=John%20G%20Renicks&query_place_id=ChIJcTrFGQ6wYkgRNdrj8bu6wxk"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz76iC8iRZEqkQBBUOnQ1cADwqfxfjaBMvM5rCcB1Kh5LYq147f8N2lipUGy5krihaLyHHm95ENMAuTwL4eWYPZyJCbz2X18ZYHePYuc6494AaFH_FKy8Yy7dNscb1nCpwXHiWvnA=w408-h306-k-no","Palace Premier Meats","4.7","55","23 Palace Ave","Paignton",,"GB",,"+44 1803 521157","Butcher shop","https://www.google.com/maps/search/?api=1&query=Palace%20Premier%20Meats&query_place_id=ChIJ9TO-HZkabUgRftyu1AZyL5o"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxOwgBcwMkSsLjyzfgz9_cbUP7EX1Q3sltApNc4p_rwYvJ_-5kN9UlgVMc-IBa_JQuvMfl4KdxqxbYJ3h15n_PhI_8AFyfiWOF_8LdUmU4LLDpq4fzuxZnzb6fvEK1ssmOXm-fsOQ=w408-h306-k-no","G T Orsman","4.8","33","16 Fore St","Teignmouth",,"GB","http://www.orsmanbutchers.co.uk/","+44 1626 873256","Butcher shop","https://www.google.com/maps/search/?api=1&query=G%20T%20Orsman&query_place_id=ChIJixS-iMsObUgRqhMYcu-3N7Y"
"https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzA7YWJjC34hL4COzASbbuMmUVuAB4s2nCIsGoW-Ebkv2L4uVUnZJLFa-OuFIjcNy9rZN87WSxR_K9QcjaKU2vDUc6XYxNTC5fhOYiXMiYTyQgLQ4zveE_PNnfFkOs8wJEjhoUzjw=w408-h725-k-no","Prentice Butchers","4.7","50","86 Belgrave Rd","Torquay",,"GB",,"+44 1803 293238","Butcher shop","https://www.google.com/maps/search/?api=1&query=Prentice%20Butchers&query_place_id=ChIJHdkIZd0PbUgRHSBpbmQ6KZY"
